X,Y,Z
33.4275,-7.48823,163.021
36.3532,-6.63235,144.388
50.9131,-9.07371,197.537
35.016,-6.12247,133.288
42.906,-9.4657,207.569
36.7777,-7.97309,174.838
46.9614,-8.53959,187.261
35.5897,-6.14684,134.791
34.9063,-5.90287,129.441
41.1675,-9.36129,206.783
48.3903,-10.7973,240.263
50.6519,-11.0831,246.623
50.4558,-11.212,251.346
33.4158,-7.32871,164.292
38.3216,-8.01298,179.631
32.5529,-6.85195,154.754
41.924,-7.34364,165.859
49.35,-8.49956,191.966
40.4548,-8.9297,203.203
41.3685,-8.98188,204.39
42.5038,-7.2844,165.763
33.5314,-7.1435,163.792
40.373,-7.03055,161.202
41.5468,-8.86996,204.936
49.6019,-8.3618,193.195
40.0912,-8.54952,199.057
38.4286,-6.59019,153.439
35.4122,-6.05689,141.022
49.6228,-8.26921,192.531
42.7057,-7.03514,163.798
36.9864,-8.03813,188.607
42.5283,-7.09612,166.503
33.593,-6.92777,163.828
37.9755,-7.02545,166.138
42.4939,-7.12769,168.556
36.1231,-6.03529,142.722
37.7383,-7.4449,177.448
44.5578,-7.16113,170.685
43.8783,-8.93585,214.682
36.8946,-6.02805,144.822
32.4309,-6.79431,164.542
36.6528,-7.61479,184.413
41.7485,-8.06812,195.391
42.1334,-6.75014,163.473
39.9554,-6.43251,157.041
48.1559,-9.2141,226.786
39.9866,-6.36057,156.553
36.1425,-6.76038,169.154
34.3063,-5.59947,141.278
39.7496,-6.76724,173.648
38.3592,-6.9802,180.649
37.9063,-5.89501,152.564
43.9494,-8.54204,222.983
38.2047,-6.91401,180.485
42.1844,-6.4524,168.435
44.0403,-8.51423,224.198
37.2042,-5.68653,149.739
42.9137,-6.20344,163.35
39.501,-5.54567,151.314
41.6812,-7.58484,210.766
42.4288,-5.86382,162.943
37.5124,-5.1321,142.61
36.8497,-6.10193,171.136
34.9021,-5.74336,162.592
36.7911,-6.49903,185.728
43.3158,-5.71903,163.437
38.0019,-5.74578,165.773
34.5969,-4.95179,142.865
40.7109,-5.58976,161.271
43.4625,-7.50688,218.674
41.8797,-6.10387,177.805
44.5311,-5.89333,171.672
35.8036,-4.69038,136.63
43.4435,-7.45598,219.31
41.3567,-6.95817,204.667
35.9641,-5.88675,173.153
33.8542,-5.515,162.218
38.2965,-5.17805,152.307
46.0359,-6.62664,196.835
35.0037,-4.57218,135.81
42.5001,-5.48089,162.802
43.2783,-5.4975,163.296
38.1745,-5.82024,174.602
40.0758,-6.76733,205.054
44.0962,-6.37596,193.195
38.7944,-5.30877,160.859
40.3492,-5.38105,163.049
43.9546,-7.24941,221.89
34.3694,-5.28813,161.859
35.0609,-5.30349,162.33
42.5243,-5.30178,162.277
34.3358,-5.24572,162.207
39.6163,-5.52487,170.839
38.7944,-5.2021,160.859
32.6888,-5.23811,163.65
38.8645,-5.13689,160.488
42.2017,-5.19417,162.277
37.7792,-4.56677,144.169
42.8947,-5.15255,162.662
33.3315,-5.21314,166.316
35.1456,-5.07712,161.976
40.3436,-6.36948,205.379
38.3942,-5.79522,190.946
35.9965,-5.51016,183.559
42.3739,-4.83102,162.732
48.1753,-5.34939,182.229
40.9259,-6.12965,211.194
41.237,-5.49002,203.076
45.3081,-4.62744,171.169
43.3113,-5.6677,212.251
41.2252,-5.36256,203.349
33.005,-4.27929,162.271
33.2459,-4.37313,170.107
35.3544,-4.49058,174.676
44.4326,-5.81855,229.29
42.86,-5.49976,216.727
36.3152,-4.62122,182.107
46.3441,-5.959,237.933
39.2838,-3.74976,149.722
43.3955,-5.45955,220.916
38.6795,-4.70568,193.001
35.341,-3.95343,164.383
40.854,-3.86181,160.573
50.641,-5.89585,248.575
35.2929,-3.91171,164.922
44.165,-4.03319,170.044
37.4946,-4.08499,174.669
45.7159,-4.00903,171.422
44.7832,-5.16898,224.198
35.402,-4.05256,175.775
41.3782,-3.98855,172.999
40.4903,-3.68834,159.977
37.0417,-3.50462,154.227
35.6953,-3.79981,169.693
44.3821,-4.24925,189.764
44.6576,-3.98104,180.459
38.8401,-3.74653,172.42
38.2288,-3.53171,162.534
34.8386,-3.15189,145.054
44.8146,-3.89845,179.412
37.0907,-3.93408,183.857
46.0364,-4.14719,193.817
42.9037,-3.84354,179.625
45.1042,-3.59657,168.084
45.2478,-3.70676,178.774
44.877,-3.89832,191.068
36.5567,-3.00592,147.329
38.4197,-2.89611,141.947
37.2233,-3.70952,184.818
32.777,-3.24506,161.678
44.9696,-4.40894,219.665
40.9636,-3.99034,198.809
38.0963,-3.1318,156.034
35.146,-3.43334,173.931
35.2984,-3.34403,169.407
35.9532,-2.93668,153.943
33.8837,-3.07762,164.184
45.2413,-4.35091,236.292
33.3346,-2.97206,167.438
43.3862,-3.79249,213.66
37.4472,-2.92065,164.542
45.4136,-3.20513,184.006
33.3211,-2.46939,144.518
37.6408,-2.50822,152.718
42.7301,-3.54235,220.128
32.681,-2.60692,161.998
34.0492,-2.36964,147.253
35.8673,-2.48751,157.83
46.6294,-3.31458,229.631
35.227,-2.49592,172.915
34.4432,-2.12816,150.903
43.1667,-2.23183,162.064
42.0142,-3.16851,235.758
43.1755,-2.78252,212.275
46.9447,-2.70385,206.274
40.6665,-1.94094,148.072
34.9126,-1.943,152.077
33.4309,-2.05556,165.173
42.4149,-2.551,210.595
42.661,-2.42934,212.166
32.4642,-1.74448,161.721
44.9495,-1.66305,159.061
36.42,-1.90893,194.942
34.1325,-1.67051,170.595
32.5463,-1.56949,160.278
44.9548,-1.55593,158.894
39.1371,-1.58314,167.338
33.8313,-1.29576,166.064
47.3036,-1.83048,256.381
42.9969,-1.56278,218.886
44.5195,-1.12,217.466
42.0346,-0.956811,185.781
43.1402,-0.421003,194.369
45.8266,-0.36673,169.312
44.3069,-0.130885,155.873
51.2268,-0.140573,276.651
36.4489,-0.0228514,129.435
39.7103,0.0688635,141.517
38.7583,0.0665057,136.671
45.446,0.235465,158.954
41.5119,0.529051,246.701
31.8875,0.494552,199.732
41.386,0.718867,256.038
32.2402,1.06936,195.843
45.543,0.914128,157.83
29.6868,1.11776,182.537
36.2801,0.781562,127.635
39.9658,1.59275,246.746
45.954,1.03632,160.545
30.3555,1.37627,193.346
39.0024,1.00578,135.008
39.4639,1.01419,136.137
42.4897,2.13261,262.866
36.4172,1.03578,127.671
30.9873,1.69984,193.691
43.675,2.37615,270.754
41.2259,1.47378,145.884
36.6363,1.30511,129.189
29.9208,2.11413,196.38
41.0556,2.82438,254.516
34.3502,2.89452,226.932
38.5028,3.17494,248.917
42.059,3.44203,256.52
48.4486,4.67458,324.333
29.9988,2.86899,199.057
41.1199,3.79086,263.019
40.4076,2.84128,192.702
41.4457,4.03088,267.37
47.6651,4.51041,299.178
33.6565,3.4792,225.81
40.8555,4.12256,267.567
47.6512,4.6372,300.968
39.4853,4.03987,246.299
51.7356,7.38679,351.009
34.7186,4.58733,211.324
39.9562,6.10567,272.931
45.5031,3.45307,152.102
36.1453,4.51243,195.904
41.7909,5.90775,252.841
48.208,5.95525,254.874
40.2267,5.39384,224.476
39.7698,5.38407,215.162
48.2839,4.15847,166.184
39.1012,5.58401,217.391
34.6743,5.99119,221.79
45.9239,4.14211,153.339
35.8326,5.54421,200.326
49.0135,8.6639,295.355
41.952,6.95764,234.537
37.0012,6.98115,232.728
42.8853,7.21868,240.646
34.7714,5.66334,188.797
36.961,7.15756,233.448
42.9552,7.11255,231.98
33.6099,6.27002,194.01
42.8617,7.62915,229.016
43.2515,8.63096,256.535
43.1379,8.47654,249.486
34.3874,6.60774,192.603
33.3372,6.80907,196.572
34.7101,6.68457,192.978
32.7738,5.49184,157.041
45.0824,8.86465,251.107
37.5195,7.51614,208.982
42.0183,9.57276,263.734
28.8974,7.24657,197.839
39.2046,8.89149,240.57
36.8836,7.5773,203.19
38.3535,7.58837,203.487
43.6972,8.76877,233.067
33.971,7.11605,187.487
30.9959,6.46917,170.444
47.3948,8.77016,227.1
39.0276,7.85511,190.332
45.1133,6.46714,156.701
47.3428,9.63643,231.632
38.5569,6.16622,144.757
40.1256,6.4065,139.536
33.4774,10.1479,207.536
39.4554,10.0043,200.519
44.8031,11.3221,226.933
38.9763,9.83199,194.482
36.9835,7.90464,156.358
36.7598,9.30292,182.817
43.04,9.29854,182.731
37.5266,12.5582,233.118
36.604,8.73291,160.138
37.6953,8.79658,159.367
42.6764,10.7407,192.279
36.4167,8.40023,150.38
39.1304,8.81957,156.034
33.0547,11.6193,202.011
36.5079,8.30306,141.102
36.907,9.23347,156.034
40.6722,9.27852,156.796
35.2987,10.872,179.697
44.6317,11.1507,184.303
33.7744,9.69808,156.855
31.9898,11.1168,178.842
32.0018,9.99224,156.574
35.4701,12.0722,188.188
43.1177,14.0809,219.501
31.0844,12.6812,192.702
37.2696,10.6527,155.605
38.1252,10.8379,156.791
33.6555,11.1313,158.004
38.0119,11.0649,156.325
40.6429,11.4019,156.683
40.672,11.3665,156.196
35.2843,11.2174,149.383
29.859,14.8531,181.014
34.2317,17.0286,206.692
29.0147,15.861,187.98
31.8682,13.3844,156.174
43.358,28.5261,272.711
44.1465,29.7835,279.417
29.7661,19.771,184.908
41.939,28.6462,265.445
44.141,30.0244,278.215
32.0392,23.3467,213.065
40.9322,15.6994,140.72
49.4994,-23.3109,255.524
31.1396,-14.3694,161.744
45.1809,-16.0595,235.65
31.8817,-11.216,164.578
43.7094,-11.1627,164.758
36.4669,-9.16224,136.031
45.8443,-11.2807,170.505
46.3616,-15.9682,242.815
43.7666,-10.7364,163.26
46.1684,-15.7092,241.803
46.8379,-11.2479,174.2
35.9311,-8.53766,133.045
38.493,-12.6426,202.024
31.5373,-9.88044,164.148
35.9311,-7.53184,133.045
38.3886,-10.7067,201.898
31.5683,-8.56485,163.97
39.4515,-7.608,145.652
36.861,-9.81778,193.864
39.427,-7.39331,145.99
36.5468,-6.83253,138.173
39.4393,-7.21067,145.82
34.665,-8.94271,182.314
31.7057,-7.91431,162.668
34.665,-8.72509,182.314
43.8115,-9.2968,194.26
44.5905,-9.33406,196.674
46.9434,-8.34782,175.893
36.7506,-6.45828,136.08
34.665,-8.58,182.314
45.7224,-8.25943,175.502
37.2965,-6.65606,141.433
44.4626,-10.8215,231.903
33.5735,-7.6478,163.892
47.1452,-8.28013,177.443
39.9577,-6.9143,148.173
32.3596,-7.57305,163.686
33.3433,-7.60439,164.363
33.69,-7.56484,163.508
37.5502,-6.85686,148.206
36.8666,-6.70049,144.826
37.9502,-6.8546,148.157
35.024,-6.1634,133.217
34.7093,-8.3382,181.787
42.5656,-9.43917,205.79
46.9591,-8.59566,187.4
36.3532,-6.62277,144.388
39.8226,-7.08692,154.507
39.7355,-6.75859,147.349
38.0138,-8.21451,180.658
36.347,-6.49242,142.785
38.7306,-6.66818,146.65
40.4625,-9.15139,203.039
35.7355,-7.83223,173.771
36.0574,-8.21423,183.869
32.8224,-7.31412,163.721
38.0138,-8.07075,180.658
32.4853,-6.80694,152.368
43.9433,-7.76041,173.711
48.1673,-8.4138,188.337
38.5059,-6.43608,145.362
46.1067,-7.6038,171.735
32.772,-7.10235,161.864
33.488,-7.18695,163.792
43.9482,-7.51669,171.307
32.9526,-7.05354,163.721
39.7405,-6.83261,158.593
34.1046,-7.42336,173.911
37.9966,-7.07908,165.845
35.2143,-5.8864,137.904
43.8009,-7.25396,169.942
39.9054,-6.66024,157.501
44.153,-7.1449,168.962
33.6047,-6.885,164.363
33.9133,-6.67558,159.363
51.0706,-9.06986,216.521
42.1974,-6.85811,163.721
36.6593,-7.64774,184.322
33.0618,-6.77532,163.296
42.6768,-6.956,167.65
32.4607,-6.77462,164.86
41.7464,-8.03133,195.442
42.393,-8.12212,199.584
38.4354,-6.11586,150.284
33.034,-6.17061,154.654
40.6805,-7.57074,189.745
43.4025,-7.12573,178.592
37.6802,-6.43118,164.465
38.2356,-6.96748,180.011
45.2046,-6.9107,180.398
44.9229,-8.66678,228.614
37.1941,-5.68111,149.858
42.9091,-6.19663,163.456
31.3792,-5.79968,159.69
42.4541,-5.85352,162.957
36.8553,-6.08391,171.268
34.889,-5.71594,162.732
41.321,-6.26319,180.355
38.072,-5.45811,157.172
40.6701,-5.60957,161.534
35.6143,-4.72563,136.08
35.9256,-5.90576,172.034
34.9972,-5.10219,148.626
41.096,-5.56818,162.2
42.4676,-5.61308,163.508
43.4435,-7.44144,219.31
31.9928,-5.3722,158.327
40.3219,-6.58928,194.196
33.6407,-4.88056,143.837
41.0078,-5.45757,160.843
40.5673,-5.25949,155.005
38.205,-5.8561,174.636
41.8595,-5.44613,162.41
43.2991,-5.47299,163.211
38.4653,-5.58251,168.476
38.707,-5.32103,160.585
40.5698,-5.42495,163.721
40.1159,-6.72421,205.398
32.393,-5.3534,163.525
34.3727,-5.29773,161.825
35.0421,-5.3114,162.242
42.493,-5.30729,162.117
32.7076,-5.28664,163.473
34.3324,-5.24684,162.242
36.1832,-5.04609,156.034
42.1715,-5.25091,162.368
38.8986,-5.12934,160.585
35.0511,-4.26492,133.522
42.8947,-5.13098,162.662
40.3437,-6.38166,204.896
40.2902,-6.31729,205.454
42.1916,-4.78631,161.95
42.8824,-4.81325,162.861
37.4091,-4.18626,141.646
34.0793,-5.11877,175.562
36.2162,-4.84998,178.525
38.6749,-5.32249,198.83
41.2502,-5.41139,202.151
36.2275,-3.66095,136.761
44.6311,-5.72549,220.438
43.6192,-5.71188,223.335
44.468,-5.75276,224.933
32.2679,-4.08485,162.242
42.5188,-4.07798,161.969
46.3464,-5.89217,237.783
43.3974,-5.38472,220.851
41.1763,-5.01774,205.799
37.5004,-4.1873,174.589
40.8462,-3.85444,160.71
35.6449,-4.12807,175.023
37.4656,-4.1293,175.075
42.841,-3.79171,160.761
38.6434,-4.47854,193.14
37.2455,-4.29093,185.05
37.5004,-4.04837,174.589
39.4208,-3.75824,164.906
46.8335,-4.44276,194.942
40.4863,-3.64745,160.045
35.6986,-3.79895,169.655
44.3906,-4.24284,189.478
44.5668,-3.96206,180.14
37.0184,-3.96422,183.559
38.3801,-3.68172,170.478
44.5551,-4.04542,187.319
33.732,-3.0273,140.176
32.8065,-3.42147,161.401
36.5364,-2.88487,136.088
34.7935,-3.01748,145.067
33.2829,-3.30848,162.159
44.2427,-4.38096,214.724
44.722,-3.88815,190.57
42.0049,-3.48087,170.608
36.5593,-3.00533,147.3
36.7927,-2.77142,135.835
36.9634,-3.67386,183.648
35.3291,-3.48389,174.152
44.9637,-4.39949,219.921
39.431,-3.2352,161.721
44.8186,-4.34882,221.8
35.3017,-3.32082,169.369
38.7467,-3.38645,172.717
43.8282,-3.60583,187.715
45.4934,-4.1454,220.369
31.9745,-3.01066,167.116
43.2886,-3.75201,212.97
35.7847,-2.7661,157.009
39.5808,-2.82766,160.503
39.6811,-2.69374,160.135
44.7613,-3.18114,193.691
44.6818,-2.84285,173.093
32.3279,-2.66896,166.54
33.905,-2.33299,149.282
39.8159,-2.22572,146.139
35.009,-2.491,172.574
36.347,-2.06101,142.785
37.7293,-2.13272,147.753
46.9988,-3.23923,230.772
44.7577,-2.75166,196.036
41.4157,-3.1696,232.399
44.6363,-2.15041,162.409
34.9366,-1.95499,152.225
37.5833,-1.76131,137.144
39.9249,-1.98915,159.836
35.2746,-2.11133,175.258
40.2569,-1.74674,149.946
35.2541,-1.97462,175.502
36.7936,-1.56141,143.865
42.858,-2.44358,233.713
42.9755,-2.40337,229.868
50.6798,-2.64309,252.796
44.5339,-1.77338,176.323
44.9527,-1.59875,158.961
36.7522,-1.47322,182.599
41.3454,-1.63474,202.618
36.5242,-1.25323,163.389
45.2037,-1.78107,244.912
42.3075,-1.56576,215.304
48.7369,-1.84301,268.098
35.0322,-0.949117,146.548
34.2574,-0.89562,169.534
39.0562,-1.0072,190.656
35.9579,-0.546863,133.735
43.1974,-0.435555,150.426
37.9695,-0.359196,171.072
44.1317,-0.342102,162.93
45.418,-0.144899,159.931
39.9787,-0.109586,215.674
45.3822,-0.0177615,161.159
44.2167,0.0622145,216.267
37.5214,0.0384394,133.621
45.418,0.046008,159.931
45.4686,0.172746,159.439
38.907,0.201541,136.051
39.3635,0.533963,234.488
41.9274,0.710594,140.367
32.2448,1.06908,195.792
45.5402,0.862337,157.929
32.7369,1.22358,208.867
41.8188,1.61193,257.659
45.7258,1.00591,160.79
45.9557,1.00395,160.476
30.3354,1.36485,193.545
42.5002,2.06001,262.501
36.0844,0.982032,125.137
38.795,1.05001,133.799
45.6882,1.32101,160.21
35.731,1.93124,223.434
51.3862,2.88374,318.951
36.2648,1.26149,128.238
36.2927,1.25893,127.977
33.8713,2.45224,222.309
43.3975,2.97132,269.366
45.822,1.79627,157.172
40.4489,3.27096,267.575
37.9537,3.09579,245.262
44.4232,3.70897,276.415
33.1384,2.71308,202.195
29.3098,2.76318,194.4
29.353,2.66194,187.277
39.5022,3.4765,244.584
48.4506,4.733,323.915
40.7684,4.0058,266.88
32.5589,2.33575,155.616
47.6512,4.6372,300.968
40.7488,4.22715,267.448
35.6246,3.60067,222.217
40.7605,5.13353,270.347
39.6386,3.73677,192.751
45.5236,3.24912,154.881
39.9996,5.80896,271.751
34.7186,4.60135,211.324
39.3033,5.12217,235.244
39.4491,4.65382,213.734
51.494,7.82001,352.701
39.2817,4.85768,207.9
32.4522,3.95485,169.26
32.5454,4.94174,204.531
39.7071,5.82537,241.104
37.7818,4.94209,201.232
43.8041,6.2741,243.628
48.7316,6.82884,265.168
44.5592,7.25057,277.261
43.8295,3.9435,146.346
37.2757,3.31858,123.154
39.4083,6.51179,238.14
35.7605,5.55455,200.219
40.6915,8.08756,275.707
34.9595,5.81954,195.735
40.2644,6.50001,218.622
34.3901,6.65884,207.317
33.1073,5.0346,156.748
37.4063,4.09316,127.437
31.6355,5.90414,181.571
35.3443,6.24026,191.907
31.9382,5.67879,170.469
32.1592,6.58278,195.273
38.7235,7.73958,229.588
35.588,7.01491,205.664
37.45,7.16781,210.147
35.499,6.60286,193.583
33.3375,6.47178,185.415
32.781,5.47915,156.976
33.4585,8.06822,228.547
32.6042,6.09171,172.559
40.7177,8.19294,226.963
34.7426,7.96854,218.34
38.9912,8.58045,230.09
30.9746,6.36801,170.762
36.0328,7.12672,191.107
34.1278,8.31431,218.295
31.7552,6.4954,168.776
36.6911,5.22092,135.66
32.7728,6.10222,156.937
42.2498,6.24426,157.369
41.903,6.23662,155.616
40.383,8.1358,197.133
45.4394,6.51238,157.797
41.9369,6.68257,157.369
32.5313,6.85326,156.976
39.3531,6.24686,136.85
31.8653,9.38031,200.258
36.536,11.3873,241.057
41.0143,13.3186,272.75
35.1169,10.6436,217.969
31.6234,8.05403,164.938
39.4778,9.92995,200.094
39.4442,10.0415,200.733
31.4805,7.96437,156.717
38.5999,8.31671,163.65
36.0544,9.39455,182.009
41.43,8.74201,169.367
34.4244,10.7426,206.534
39.1128,8.14458,156.585
39.0369,8.21712,156.78
34.45,10.8891,206.195
38.7167,13.0098,240.907
38.7427,12.7349,235.817
40.3074,8.52438,157.849
37.4936,8.91822,163.934
34.8213,11.1846,202.63
38.6063,9.00412,163.127
34.6248,8.73499,156.002
36.4194,8.4185,150.35
38.2228,8.6016,152.536
45.9021,9.0013,159.624
29.982,10.4614,182.936
42.8248,11.7121,201.995
34.4184,9.51332,162.955
35.8004,9.15422,156.804
35.7114,8.11899,138.13
36.9038,9.24303,156.196
39.1069,9.37432,156.312
35.6186,11.3804,188.512
36.4194,9.13638,150.35
39.4533,11.308,183.68
41.2276,14.2707,230.316
33.7684,9.7052,156.634
36.5599,9.9514,156.585
33.7662,11.4526,179.085
32.0056,10.0109,156.542
47.6091,15.5906,242.284
36.9632,9.70768,150.861
37.4407,10.2705,154.82
36.7673,12.076,176.738
37.308,10.646,155.809
37.9165,10.74,156.274
30.2265,12.2982,175.892
38.9636,12.923,183.782
39.0591,12.9551,183.202
38.007,11.0591,156.39
43.7186,13.1587,185.039
35.6177,16.2255,224.4
34.0142,14.0468,192.153
32.0062,11.7157,156.85
41.0503,13.3369,178.554
43.8875,13.9957,186.382
38.5813,12.2621,163.296
34.7023,11.8651,156.351
38.0178,11.8327,155.925
33.0562,15.8612,203.67
35.7902,17.3485,220.515
37.9661,12.3123,155.712
35.2697,11.9425,149.531
33.1801,16.8197,208.52
36.6402,12.7181,156.131
32.4363,16.1219,196.955
33.3965,16.5997,201.811
37.1494,13.0803,157.5
28.9833,15.9346,188.262
31.8179,13.2599,155.927
31.8179,13.3839,155.927
45.0281,13.565,156.585
35.0088,19.0763,216.23
32.1156,14.6139,163.437
44.3159,17.0761,190.128
44.7143,15.1209,155.925
45.3132,16.1632,158.233
29.9543,19.401,189.193
41.9645,16.1867,157.238
35.3136,24.8195,232.992
44.128,29.8761,279.417
29.7462,19.7904,185.09
37.1035,14.7228,137.184
39.0349,26.6247,247.168
44.6744,16.8044,156.002
44.1431,30.0686,278.112
32.0392,23.375,213.065
45.0686,17.2907,154.799
49.4994,-23.2295,255.524
49.4957,-22.9091,257.407
31.5593,-11.2654,164.535
44.2439,-11.2767,164.699
31.8817,-11.1898,164.578
35.2319,-9.02937,132.803
36.4653,-9.18075,135.984
42.1734,-14.391,220.972
45.8685,-11.0385,170.747
35.3,-8.38768,130.708
35.8653,-8.01473,132.801
31.547,-9.82306,164.063
31.757,-9.65883,163.934
43.8164,-9.15565,161.957
37.8378,-10.8693,197.268
34.9715,-9.77063,183.696
31.5758,-8.5563,163.806
39.4417,-7.61505,145.787
43.3626,-11.6003,228.344
39.8338,-7.49307,147.496
43.7274,-11.53,229.114
37.1695,-7.00908,140.612
35.4717,-6.47295,131.113
42.332,-7.72528,159.566
40.4319,-7.27957,151.857
32.7312,-7.77012,163.721
44.5888,-9.33698,196.736
45.0853,-8.00785,168.73
43.0737,-7.56944,159.493
34.6783,-8.55805,182.156
35.536,-8.21383,174.829
33.5649,-7.70398,163.977
32.4187,-7.61377,163.721
32.7684,-7.60427,163.517
34.8084,-6.38899,137.384
49.6266,-9.00705,193.681
47.1042,-8.25707,177.554
34.7049,-8.36955,181.84
35.5378,-7.93551,172.409
44.354,-9.85851,214.189
34.5956,-6.17998,134.268
36.665,-6.41889,139.459
